Date,State,CONTRIBUTOR ID,LGA,Outlet Type,Latitude,Longitude,Country,Sector,Food Item,UOM,Quantity,Price Category,Price,Weight,UPRICE
2025-01-05,OYO,24,OYO WEST,Neighborhood shops kiosk,7.8557967,3.91304,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1400.0,1.4,1000.0
2025-01-07,OYO,24,OYO WEST,Neighborhood shops kiosk,7.8430888,3.9015113,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1400.0,1.4,1000.0
2025-01-07,OYO,24,OYO WEST,Open air or covered market,7.84395,3.9010083,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1300.0,1.4,928.57
2025-01-07,OYO,24,OYO WEST,RoadSide shops street vendors,7.8464317,3.9015367,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1500.0,1.4,1071.43
2025-01-08,NASARAWA,12,DOMA,Neighborhood shops kiosk,8.4091327,8.3761128,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-08,NASARAWA,12,DOMA,Supermarket,8.4091327,8.3761128,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1350.0,1.3,1038.46
2025-01-08,NASARAWA,12,DOMA,RoadSide shops street vendors,8.4091327,8.3761128,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1800.0,1.3,1384.62
2025-01-08,KOGI,6,KABBA/BUNU,RoadSide shops street vendors,7.8308899,6.0751712,Nigeria,Rural,Maize yellow,100.0,1.0,Wholesale,58000.0,100.0,580.0
2025-01-08,KOGI,6,KABBA/BUNU,Open air or covered market,7.8309462,6.0752823,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1000.0,1.3,769.23
2025-01-05,NIGER,14,SULEJA,Neighborhood shops kiosk,9.1982001,7.2053301,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1300.0,1.3,1000.0
2025-01-05,NIGER,14,SULEJA,Neighborhood shops kiosk,9.1981283,7.2052938,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1300.0,1.3,1000.0
2025-01-07,EKITI,4,OYE,Neighborhood shops kiosk,7.8013789,5.3409643,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,200.0,0.16,1250.0
2025-01-08,OGUN,10,ODEDA,RoadSide shops street vendors,7.1819397,3.4191713,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1000.0,1.4,714.29
2024-12-13,TARABA ,4,ARDO-KOLA,Local village market,8.9112317,11.3160341,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-06,TARABA ,4,ARDO-KOLA,Local village market,8.9114971,11.3166944,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-06,TARABA ,4,ARDO-KOLA,Local village market,8.9114971,11.3166944,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-08,BAUCHI,1,BAUCHI,RoadSide shops street vendors,11.6804481,10.715277,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2025-01-08,BAUCHI,1,DAMBAN,City market,11.6767684,10.7111205,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2025-01-08,BAUCHI,1,DAMBAN,City market,11.6793736,10.7123799,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2025-01-08,OGUN,10,ODEDA,Open air or covered market,7.1792111,3.4059042,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1000.0,1.4,714.29
2025-01-08,RIVERS,19,AHOADA EAST,Neighborhood shops kiosk,5.0644453,6.4665275,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,300.0,0.16,1875.0
2025-01-08,RIVERS,19,AHOADA EAST,Open air or covered market,5.0642099,6.4663034,Nigeria,Rural,Maize yellow,0.67,1.0,Retail,2300.0,0.67,3432.84
2025-01-08,RIVERS,19,AHOADA EAST,RoadSide shops street vendors,5.0642012,6.4663198,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,250.0,0.16,1562.5
2025-01-08,ONDO,14,AKURE SOUTH,RoadSide shops street vendors,7.22999,5.1875126,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1500.0,1.4,1071.43
2025-01-08,ZAMFARA,5,TALATA MAFARA,RoadSide shops street vendors,12.5618809,6.0687467,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1800.0,1.3,1384.62
2024-12-18,EBONYI,10,OHAOZARA,Local village market,6.0561325,7.8808338,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,200.0,0.16,1250.0
2024-12-25,EBONYI,10,OHAOZARA,Local village market,6.0588965,7.8784165,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,250.0,0.16,1562.5
2024-12-25,EBONYI,10,OHAOZARA,Local village market,6.0431642,7.8927408,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,250.0,0.16,1562.5
2025-01-08,OSUN,1,OLORUNDA,Open air or covered market,7.8187687,4.587829,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-08,NASARAWA,14,AKWANGA,RoadSide shops street vendors,8.8449781,8.4513944,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2025-01-08,NASARAWA,14,AKWANGA,RoadSide shops street vendors,8.8641264,8.4426959,Nigeria,Urban,Maize yellow,100.0,1.0,Wholesale,92000.0,100.0,920.0
2025-01-08,NASARAWA,14,AKWANGA,Open air or covered market,8.9110899,8.4055549,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2025-01-08,OGUN,10,ODEDA,Neighborhood shops kiosk,7.1788779,3.4012706,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-05,KADUNA,15,KAGARKO,Open air or covered market,9.4468607,7.8017246,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,800.0,1.3,615.38
2025-01-05,KADUNA,15,KAGARKO,Open air or covered market,9.4453026,7.807356,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,800.0,1.3,615.38
2025-01-05,KADUNA,15,KAGARKO,Open air or covered market,9.44517,7.8075517,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,800.0,1.3,615.38
2025-01-08,NIGER,17,KONTAGORA,Neighborhood shops kiosk,10.5526879,5.4326272,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,700.0,1.3,538.46
2025-01-08,FCT,8,MUNICIPAL AREA COUNCIL,RoadSide shops street vendors,9.0027691,7.5724209,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1200.0,1.3,923.08
2025-01-05,KANO,27,DOGUWA,RoadSide shops street vendors,10.7349659,8.5870688,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-05,KANO,27,DOGUWA,RoadSide shops street vendors,10.7348564,8.5869625,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-05,KANO,27,DOGUWA,Directly from Farmer,10.7348963,8.5870028,Nigeria,Rural,Maize yellow,100.0,1.0,Farmgate,54000.0,100.0,540.0
2024-12-31,EKITI,15,IKERE,Neighborhood shops kiosk,7.4954422,5.2106354,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1500.0,1.4,1071.43
2024-12-31,EKITI,15,IKERE,Neighborhood shops kiosk,7.492748,5.2078239,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1500.0,1.4,1071.43
2024-12-31,EKITI,15,IKERE,Neighborhood shops kiosk,7.4926492,5.2069161,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1500.0,1.4,1071.43
2025-01-08,BORNO,15,ASIKIRA/UBA,Open air or covered market,10.6545531,12.9148457,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1300.0,1.3,1000.0
2025-01-08,OSUN,1,OLORUNDA,Open air or covered market,7.8188794,4.5878427,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-08,BORNO,13,BIU,Neighborhood shops kiosk,10.6029847,12.2056433,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1400.0,1.3,1076.92
2025-01-08,BORNO,13,BIU,RoadSide shops street vendors,10.6128324,12.1945866,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-08,OGUN,6,ODEDA,RoadSide shops street vendors,7.1997489,3.3563084,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1100.0,1.4,785.71
2025-01-08,OGUN,6,ODEDA,Neighborhood shops kiosk,7.1990349,3.3562519,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-08,OGUN,6,ODEDA,Open air or covered market,7.1977885,3.3557893,Nigeria,Urban,Maize yellow,50.0,1.0,Wholesale,64000.0,50.0,1280.0
2025-01-08,NIGER,17,KONTAGORA,Neighborhood shops kiosk,10.5512977,5.4273775,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,700.0,1.3,538.46
2025-01-08,OGUN,8,ODEDA,Neighborhood shops kiosk,7.2044472,3.4163702,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-08,RIVERS,1,OBIO AKPOR,Neighborhood shops kiosk,4.873206,7.0314222,Nigeria,Urban,Maize yellow,0.16,1.0,Farmgate,350.0,0.16,2187.5
2025-01-08,RIVERS,1,OBIO AKPOR,Neighborhood shops kiosk,4.8734384,7.0316099,Nigeria,Urban,Maize yellow,0.16,1.0,Farmgate,300.0,0.16,1875.0
2025-01-08,RIVERS,1,OBIO AKPOR,Neighborhood shops kiosk,4.8669495,7.0349472,Nigeria,Urban,Maize yellow,0.16,1.0,Farmgate,350.0,0.16,2187.5
2025-01-08,LAGOS,6,ALIMOSHO,Neighborhood shops kiosk,6.5742647,3.2857539,Nigeria,Urban,Maize yellow,0.67,1.0,Retail,600.0,0.67,895.52
2025-01-08,LAGOS,6,ALIMOSHO,Neighborhood shops kiosk,6.5744848,3.2869463,Nigeria,Urban,Maize yellow,0.67,1.0,Retail,600.0,0.67,895.52
2025-01-08,LAGOS,6,ALIMOSHO,Neighborhood shops kiosk,6.5753827,3.2869932,Nigeria,Urban,Maize yellow,0.67,1.0,Retail,600.0,0.67,895.52
2025-01-08,KWARA,14,OFFA,Open air or covered market,8.1602935,4.7217179,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1100.0,1.3,846.15
2025-01-07,ANAMBRA,10,OYI,Neighborhood shops kiosk,6.2166042,6.9452384,Nigeria,Rural,Maize yellow,0.67,1.0,Wholesale,3000.0,0.67,4477.61
2025-01-07,ANAMBRA,10,OYI,RoadSide shops street vendors,6.2138159,6.9446581,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,400.0,0.16,2500.0
2025-01-07,ANAMBRA,10,OYI,RoadSide shops street vendors,6.2160097,6.94401,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,400.0,0.16,2500.0
2025-01-08,OGUN,7,ABEOKUTA NORTH,City market,7.1818576,3.3478166,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1100.0,1.4,785.71
2025-01-08,BORNO,15,ASIKIRA/UBA,Open air or covered market,10.652887,12.9144473,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1300.0,1.3,1000.0
2025-01-08,TARABA ,9,WUKARI,RoadSide shops street vendors,7.8694702,9.7688247,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1200.0,1.3,923.08
2025-01-08,SOKOTO ,7,DANGE SHUNI,Open air or covered market,13.0489324,5.2584714,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1900.0,1.3,1461.54
2025-01-08,SOKOTO ,7,DANGE SHUNI,Open air or covered market,13.0489776,5.2584189,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,2000.0,1.3,1538.46
2025-01-08,SOKOTO ,7,DANGE SHUNI,RoadSide shops street vendors,13.0490993,5.2584747,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,2100.0,1.3,1615.38
2025-01-08,KWARA,14,OFFA,Open air or covered market,8.1600669,4.7236254,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1150.0,1.3,884.62
2025-01-08,EDO,2,IKPOOBA OKHA,Open air or covered market,6.3518499,5.6616622,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,200.0,0.16,1250.0
2025-01-08,EDO,2,IKPOOBA OKHA,Open air or covered market,6.3516421,5.6613547,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,200.0,0.16,1250.0
2025-01-08,EDO,2,IKPOOBA OKHA,Open air or covered market,6.351114,5.6606083,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,200.0,0.16,1250.0
2025-01-08,EDO,6,IKPOOBA OKHA,City market,6.3622908,5.6653513,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,350.0,0.16,2187.5
2025-01-08,EDO,6,IKPOOBA OKHA,Open air or covered market,6.3589086,5.6654408,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,400.0,0.16,2500.0
2025-01-08,EDO,6,IKPOOBA OKHA,Neighborhood shops kiosk,6.3589086,5.6654408,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,350.0,0.16,2187.5
2025-01-08,OGUN,7,ABEOKUTA NORTH,City market,7.1816895,3.347872,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1100.0,1.4,785.71
2025-01-08,NIGER,10,CHANCHAGA,Neighborhood shops kiosk,9.5993412,6.5266272,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1200.0,1.3,923.08
2025-01-08,KWARA,2,KAIAMA,Open air or covered market,9.6063955,3.9398169,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,800.0,1.3,615.38
2025-01-08,KWARA,2,KAIAMA,Neighborhood shops kiosk,9.6023386,3.9465534,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2025-01-08,KWARA,2,KAIAMA,RoadSide shops street vendors,9.564772,4.0289578,Nigeria,Rural,Maize yellow,50.0,1.0,Retail,40000.0,50.0,800.0
2025-01-08,RIVERS,12,ABUA-ODUA,Supermarket,4.8540765,6.6466861,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,350.0,0.16,2187.5
2025-01-08,RIVERS,12,ABUA-ODUA,Open air or covered market,4.8535566,6.6466402,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,300.0,0.16,1875.0
2025-01-08,RIVERS,12,ABUA-ODUA,Neighborhood shops kiosk,4.8513154,6.6493238,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,350.0,0.16,2187.5
2025-01-08,OGUN,4,ABEOKUTA NORTH,Open air or covered market,7.1928778,3.2992721,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1000.0,1.4,714.29
2025-01-08,OGUN,4,ABEOKUTA NORTH,RoadSide shops street vendors,7.1928649,3.2993329,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1000.0,1.4,714.29
2025-01-08,OGUN,4,ABEOKUTA NORTH,Neighborhood shops kiosk,7.1928416,3.2993362,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1000.0,1.4,714.29
2025-01-08,NIGER,17,KONTAGORA,Neighborhood shops kiosk,10.5545268,5.4288394,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,700.0,1.3,538.46
2025-01-08,OGUN,7,ABEOKUTA NORTH,City market,7.1816048,3.3469458,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1100.0,1.4,785.71
2025-01-08,NIGER,14,SULEJA,RoadSide shops street vendors,9.0835157,7.5127178,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1250.0,1.3,961.54
2025-01-08,NIGER,14,SULEJA,RoadSide shops street vendors,9.0729693,7.5117257,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1300.0,1.3,1000.0
2025-01-08,NIGER,14,SULEJA,RoadSide shops street vendors,9.0637315,7.4991412,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1250.0,1.3,961.54
2025-01-08,OGUN,8,ODEDA,Open air or covered market,7.1795877,3.4064897,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1100.0,1.4,785.71
2025-01-07,OYO,29,OYO WEST,Neighborhood shops kiosk,7.8513733,3.9333402,Nigeria,Urban,Maize yellow,1.4,1.0,Wholesale,1200.0,1.4,857.14
2025-01-08,ADAMAWA,17,MAYO-BELWA,RoadSide shops street vendors,9.0306746,12.0642698,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1800.0,1.3,1384.62
2025-01-08,KWARA,14,OFFA,RoadSide shops street vendors,8.1589881,4.725356,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1100.0,1.3,846.15
2025-01-08,RIVERS,2,IKWERRE,Neighborhood shops kiosk,4.9021797,7.0003519,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,250.0,0.16,1562.5
2025-01-08,RIVERS,2,IKWERRE,RoadSide shops street vendors,4.9469527,7.0126241,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,250.0,0.16,1562.5
2025-01-08,RIVERS,2,IKWERRE,Directly from Farmer,4.9476119,7.0112722,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,250.0,0.16,1562.5
2025-01-08,OGUN,8,ODEDA,RoadSide shops street vendors,7.1792092,3.404976,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-08,BORNO,15,ASIKIRA/UBA,Open air or covered market,10.6527892,12.9133157,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1300.0,1.3,1000.0
2025-01-08,NIGER,10,CHANCHAGA,RoadSide shops street vendors,9.5991758,6.5256658,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1100.0,1.3,846.15
2025-01-08,JIGAWA,2,HADEJIA,Open air or covered market,12.4477606,10.0409907,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1800.0,1.3,1384.62
2025-01-08,JIGAWA,2,HADEJIA,Neighborhood shops kiosk,12.4533214,10.0352023,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1800.0,1.3,1384.62
2025-01-08,JIGAWA,2,HADEJIA,Open air or covered market,12.4510256,10.0365205,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1700.0,1.3,1307.69
2025-01-05,JIGAWA,5,GWIWA,Neighborhood shops kiosk,12.759731,8.2079309,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1700.0,1.3,1307.69
2025-01-05,JIGAWA,5,GWIWA,Neighborhood shops kiosk,12.7583435,8.2065915,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1700.0,1.3,1307.69
2025-01-05,JIGAWA,5,GWIWA,Local village market,12.7573484,8.2068357,Nigeria,Rural,Maize yellow,100.0,1.0,Retail,65000.0,100.0,650.0
2025-01-08,JIGAWA,6,RONI,RoadSide shops street vendors,12.6590241,8.2629824,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1600.0,1.3,1230.77
2025-01-08,JIGAWA,6,RONI,RoadSide shops street vendors,12.6600438,8.2632461,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1700.0,1.3,1307.69
2025-01-08,JIGAWA,6,RONI,RoadSide shops street vendors,12.655997,8.2652923,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1700.0,1.3,1307.69
2025-01-08,KADUNA,23,ZARIA,Open air or covered market,11.0991869,7.7011112,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-08,ADAMAWA,17,MAYO-BELWA,RoadSide shops street vendors,9.0570713,12.0647049,Nigeria,Rural,Maize yellow,1.3,1.0,Retail,1800.0,1.3,1384.62
2025-01-08,EDO,7,OVIA NORTH EAST,Open air or covered market,6.4553304,5.5937215,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1600.0,1.3,1230.77
2025-01-08,EDO,7,OVIA NORTH EAST,Open air or covered market,6.4558835,5.5946558,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1600.0,1.3,1230.77
2025-01-08,EDO,7,OVIA NORTH EAST,Open air or covered market,6.4557964,5.5948714,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1600.0,1.3,1230.77
2025-01-05,YOBE,7,BADE,Open air or covered market,12.8875688,11.0363897,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,2200.0,1.3,1692.31
2025-01-07,YOBE,7,BADE,RoadSide shops street vendors,12.870582,11.0235606,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,2200.0,1.3,1692.31
2025-01-07,YOBE,7,BADE,RoadSide shops street vendors,12.8654597,11.0378428,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,2200.0,1.3,1692.31
2025-01-08,OGUN,18,ABEOKUTA SOUTH,Open air or covered market,7.1405034,3.3373656,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-08,OGUN,18,ABEOKUTA SOUTH,Open air or covered market,7.1402285,3.3371737,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1000.0,1.4,714.29
2025-01-08,OGUN,18,ABEOKUTA SOUTH,Open air or covered market,7.1398317,3.3367216,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1100.0,1.4,785.71
2025-01-08,LAGOS,8,KOSOFE,RoadSide shops street vendors,6.606184,3.3817755,Nigeria,Urban,Maize yellow,0.67,1.0,Retail,900.0,0.67,1343.28
2025-01-08,LAGOS,8,KOSOFE,RoadSide shops street vendors,6.6061817,3.3817543,Nigeria,Urban,Maize yellow,0.67,1.0,Retail,900.0,0.67,1343.28
2025-01-08,LAGOS,8,KOSOFE,RoadSide shops street vendors,6.6061836,3.3817617,Nigeria,Urban,Maize yellow,0.67,1.0,Retail,1000.0,0.67,1492.54
2025-01-08,ZAMFARA,5,TALATA MAFARA,RoadSide shops street vendors,12.5694423,6.0625806,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1800.0,1.3,1384.62
2025-01-08,RIVERS,8,PORT HARCOURT,RoadSide shops street vendors,4.7958438,7.0124398,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,300.0,0.16,1875.0
2025-01-08,RIVERS,8,PORT HARCOURT,City market,4.7958843,7.0125461,Nigeria,Urban,Maize yellow,5.0,1.0,Wholesale,5000.0,5.0,1000.0
2025-01-08,RIVERS,8,PORT HARCOURT,Open air or covered market,4.795841,7.0124336,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,300.0,0.16,1875.0
2025-01-08,KADUNA,23,ZARIA,Open air or covered market,11.0991869,7.7011112,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-08,DELTA,15,ISOKO NORTH,Bulk and discount stores,5.5415579,6.2279814,Nigeria,Urban,Maize yellow,0.16,1.0,Wholesale,800.0,0.16,5000.0
2025-01-08,DELTA,15,ISOKO NORTH,Open air or covered market,5.5415842,6.2279664,Nigeria,Urban,Maize yellow,0.16,1.0,Wholesale,700.0,0.16,4375.0
2025-01-08,DELTA,15,ISOKO NORTH,Open air or covered market,5.5417346,6.2279429,Nigeria,Urban,Maize yellow,0.16,1.0,Wholesale,700.0,0.16,4375.0
2025-01-08,KADUNA,23,ZARIA,Open air or covered market,11.0991869,7.7011112,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1500.0,1.3,1153.85
2025-01-06,EBONYI,6,IVO,Local village market,5.9540932,7.5610943,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,250.0,0.16,1562.5
2025-01-06,EBONYI,6,IVO,Local village market,5.9542315,7.5612401,Nigeria,Rural,Maize yellow,0.16,1.0,Retail,250.0,0.16,1562.5
2025-01-08,NIGER,15,KONTAGORA,RoadSide shops street vendors,10.4041784,5.4888285,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2025-01-08,NIGER,15,KONTAGORA,RoadSide shops street vendors,10.404307,5.4888174,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2025-01-08,NIGER,15,KONTAGORA,RoadSide shops street vendors,10.404285,5.4886883,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,900.0,1.3,692.31
2024-12-16,EKITI,9,ISE/ORUN,RoadSide shops street vendors,7.4633166,5.4248546,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1500.0,1.4,1071.43
2025-01-08,OSUN,1,OLORUNDA,Open air or covered market,7.8188305,4.5876656,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-08,KADUNA,20,ZARIA,RoadSide shops street vendors,11.1278967,7.7061552,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,850.0,1.3,653.85
2025-01-08,KADUNA,20,ZARIA,Open air or covered market,11.1278967,7.7061572,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,850.0,1.3,653.85
2025-01-08,KADUNA,20,ZARIA,Bulk and discount stores,11.1356284,7.7000726,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,850.0,1.3,653.85
2025-01-06,EBONYI,6,IVO,Local village market,5.9542445,7.5614443,Nigeria,Rural,Maize yellow,0.16,2.0,Retail,500.0,0.32,1562.5
2025-01-08,OGUN,17,ABEOKUTA SOUTH,RoadSide shops street vendors,7.1397294,3.3363914,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1300.0,1.4,928.57
2025-01-08,OGUN,17,ABEOKUTA SOUTH,Open air or covered market,7.1391114,3.3367132,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1100.0,1.4,785.71
2025-01-08,OGUN,17,ABEOKUTA SOUTH,RoadSide shops street vendors,7.1399897,3.3364137,Nigeria,Urban,Maize yellow,1.4,1.0,Retail,1100.0,1.4,785.71
2025-01-08,KATSINA,3,FUNTUA,Neighborhood shops kiosk,11.5250472,7.3411558,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1700.0,1.3,1307.69
2025-01-08,KATSINA,3,FUNTUA,Neighborhood shops kiosk,11.52494,7.3410078,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1600.0,1.3,1230.77
2025-01-08,KATSINA,3,FUNTUA,Neighborhood shops kiosk,11.5249325,7.3412207,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1600.0,1.3,1230.77
2025-01-08,ZAMFARA,5,TALATA MAFARA,RoadSide shops street vendors,12.5655393,6.0681673,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1800.0,1.3,1384.62
2025-01-08,OYO,27,IBARAPA CENTRAL,Open air or covered market,7.4346265,3.2962677,Nigeria,Rural,Maize yellow,1.4,1.0,Retail,1200.0,1.4,857.14
2025-01-08,OYO,27,IBARAPA CENTRAL,Neighborhood shops kiosk,7.4125023,3.2962469,Nigeria,Rural,Maize yellow,1.4,1.0,Retail,1300.0,1.4,928.57
2025-01-08,LAGOS,30,SURULERE,Neighborhood shops kiosk,6.507297,3.3248062,Nigeria,Rural,Maize yellow,0.67,1.0,Retail,650.0,0.67,970.15
2024-12-28,EBONYI,5,AFIKPO NORTH,Open air or covered market,5.8827791,7.9374344,Nigeria,Urban,Maize yellow,0.16,1.0,Retail,300.0,0.16,1875.0
2025-01-08,NIGER,9,CHANCHAGA,Open air or covered market,9.6168143,6.5502716,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1000.0,1.3,769.23
2025-01-08,NIGER,21,CHANCHAGA,Open air or covered market,9.6160771,6.5497025,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1000.0,1.3,769.23
2025-01-08,NIGER,10,CHANCHAGA,RoadSide shops street vendors,9.5992683,6.5253161,Nigeria,Urban,Maize yellow,1.3,1.0,Retail,1100.0,1.3,846.15
