Date,State,CONTRIBUTOR ID,LGA,Outlet Type,Latitude,Longitude,Country,Sector,Food Item,UOM,Quantity,Price Category,Price,Weight,UPRICE
2025-01-08,KOGI,4,LOKOJA,RoadSide shops street vendors,7.7809181,6.7322089,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,KOGI,4,LOKOJA,RoadSide shops street vendors,7.7811626,6.7322707,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,FCT,9,BWARI AREA COUNCIL,RoadSide shops street vendors,9.1539899,7.3187739,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,FCT,9,BWARI AREA COUNCIL,Neighborhood shops kiosk,9.1535432,7.3194882,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,FCT,9,BWARI AREA COUNCIL,Neighborhood shops kiosk,9.1530303,7.3196134,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,OGUN,3,OBAFEMI-OWODE,Neighborhood shops kiosk,7.109492,3.3982966,Nigeria,Urban,Brown beans,1.6,1.0,Retail,3000.0,1.6,1875.0
2025-01-08,OGUN,3,OBAFEMI-OWODE,Neighborhood shops kiosk,7.1097532,3.3980612,Nigeria,Urban,Brown beans,1.6,1.0,Retail,3000.0,1.6,1875.0
2025-01-08,OGUN,3,OBAFEMI-OWODE,Neighborhood shops kiosk,7.1097289,3.3969777,Nigeria,Urban,Brown beans,1.6,1.0,Retail,3000.0,1.6,1875.0
2025-01-08,ANAMBRA,12,ONITSHA NORTH,City market,6.1297221,6.7912764,Nigeria,Urban,Brown beans,0.65,1.0,Wholesale,4000.0,0.65,6153.85
2025-01-08,ANAMBRA,12,ONITSHA NORTH,Specialized stores,6.1296563,6.7913268,Nigeria,Urban,Brown beans,0.65,1.0,Retail,4000.0,0.65,6153.85
2025-01-08,ANAMBRA,12,ONITSHA NORTH,RoadSide shops street vendors,6.1297178,6.7914067,Nigeria,Urban,Brown beans,0.65,1.0,Retail,4000.0,0.65,6153.85
2025-01-08,KADUNA,19,CHIKUN,Open air or covered market,10.4472485,7.4595412,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2300.0,1.4,1642.86
2025-01-08,KWARA,10,ILORIN WEST,Neighborhood shops kiosk,8.4768112,4.4893173,Nigeria,Urban,Brown beans,1.4,1.0,Retail,1900.0,1.4,1357.14
2025-01-08,BENUE,5,OTUKPO,Open air or covered market,7.1945284,8.1236773,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2800.0,1.4,2000.0
2025-01-08,BENUE,5,OTUKPO,Open air or covered market,7.1937143,8.1233638,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2800.0,1.4,2000.0
2025-01-08,BENUE,5,OTUKPO,Open air or covered market,7.1940899,8.1238088,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2800.0,1.4,2000.0
2025-01-04,ONDO,10,AKURE SOUTH,Open air or covered market,7.2536467,5.1948983,Nigeria,Urban,Brown beans,1.6,1.0,Retail,4500.0,1.6,2812.5
2024-12-07,GOMBE,11,BILLIRI,Open air or covered market,9.8834137,11.2149588,Nigeria,Rural,Brown beans,1.4,1.0,Retail,2000.0,1.4,1428.57
2025-01-08,EBONYI,13,ABAKALIKI,Open air or covered market,6.3093195,8.1242962,Nigeria,Urban,Brown beans,0.65,1.0,Retail,950.0,0.65,1461.54
2025-01-08,EBONYI,13,ABAKALIKI,Open air or covered market,6.3097828,8.1224227,Nigeria,Urban,Brown beans,0.65,1.0,Retail,4750.0,0.65,7307.69
2025-01-08,EBONYI,13,ABAKALIKI,Open air or covered market,6.3098781,8.1222314,Nigeria,Urban,Brown beans,0.65,1.0,Retail,5000.0,0.65,7692.31
2025-01-08,KEBBI,5,ARGUNGU,Supermarket,12.7363352,4.5238009,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2400.0,1.4,1714.29
2025-01-08,KEBBI,5,ARGUNGU,Supermarket,12.7367574,4.5239099,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2400.0,1.4,1714.29
2025-01-08,KEBBI,5,ARGUNGU,Supermarket,12.7368371,4.5241567,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2400.0,1.4,1714.29
2025-01-08,CROSS RIVER,8,CALABAR SOUTH,Open air or covered market,4.9376463,8.3168341,Nigeria,Rural,Brown beans,0.2,1.0,Retail,500.0,0.2,2500.0
2025-01-08,CROSS RIVER,8,CALABAR SOUTH,Open air or covered market,4.93766,8.3168588,Nigeria,Rural,Brown beans,0.2,1.0,Retail,480.0,0.2,2400.0
2025-01-08,CROSS RIVER,8,CALABAR SOUTH,Open air or covered market,4.937761,8.316796,Nigeria,Rural,Brown beans,0.2,1.0,Retail,500.0,0.2,2500.0
2025-01-08,CROSS RIVER,17,IKOM,Open air or covered market,5.9761664,8.723031,Nigeria,Urban,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,CROSS RIVER,17,IKOM,RoadSide shops street vendors,5.9874964,8.7361455,Nigeria,Rural,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,CROSS RIVER,17,IKOM,RoadSide shops street vendors,6.0006041,8.7435266,Nigeria,Rural,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-06,AKWA IBOM,4,UYO,Open air or covered market,5.030364,7.9297032,Nigeria,Urban,Brown beans,0.2,1.0,Retail,550.0,0.2,2750.0
2025-01-08,BENUE,17,MAKURDI,Open air or covered market,7.7250116,8.5484395,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BENUE,17,MAKURDI,Open air or covered market,7.7252387,8.5485541,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BENUE,17,MAKURDI,Open air or covered market,7.725302,8.5485524,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-04,ONDO,10,AKURE SOUTH,Open air or covered market,7.2518421,5.1951643,Nigeria,Urban,Brown beans,1.6,1.0,Retail,4500.0,1.6,2812.5
2025-01-08,KOGI,20,ANKPA,RoadSide shops street vendors,7.4219459,7.7057825,Nigeria,Rural,Brown beans,1.4,1.0,Retail,2300.0,1.4,1642.86
2025-01-08,KOGI,17,ADAVI,RoadSide shops street vendors,7.5609576,6.2098293,Nigeria,Rural,Brown beans,0.2,1.0,Retail,230.0,0.2,1150.0
2025-01-08,KWARA,10,ILORIN WEST,RoadSide shops street vendors,8.4768204,4.4893285,Nigeria,Urban,Brown beans,1.4,1.0,Retail,1800.0,1.4,1285.71
2025-01-08,SOKOTO ,15,SOKOTO SOUTH,Open air or covered market,13.0651741,5.2595185,Nigeria,Urban,Brown beans,1.4,1.0,Retail,4000.0,1.4,2857.14
2025-01-08,SOKOTO ,15,SOKOTO SOUTH,Open air or covered market,13.0651921,5.2588726,Nigeria,Urban,Brown beans,1.4,1.0,Retail,4000.0,1.4,2857.14
2025-01-08,SOKOTO ,15,SOKOTO SOUTH,RoadSide shops street vendors,13.0537357,5.2502947,Nigeria,Urban,Brown beans,1.4,1.0,Retail,4000.0,1.4,2857.14
2025-01-08,CROSS RIVER,13,IKOM,RoadSide shops street vendors,5.9876858,8.7363665,Nigeria,Rural,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,CROSS RIVER,13,IKOM,RoadSide shops street vendors,5.9874967,8.736,Nigeria,Rural,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,CROSS RIVER,13,IKOM,Local village market,6.000125,8.7436433,Nigeria,Rural,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,NIGER,5,BIDA,Neighborhood shops kiosk,9.0890012,5.9870352,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2400.0,1.4,1714.29
2025-01-08,NIGER,5,BIDA,RoadSide shops street vendors,9.0891731,5.9846777,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2500.0,1.4,1785.71
2025-01-08,IMO,15,MBAITOLI,Local village market,5.5844057,6.9938224,Nigeria,Rural,Brown beans,0.2,1.0,Retail,500.0,0.2,2500.0
2025-01-08,IMO,15,MBAITOLI,Neighborhood shops kiosk,5.5770358,7.0074804,Nigeria,Rural,Brown beans,0.2,1.0,Retail,480.0,0.2,2400.0
2025-01-08,IMO,15,OWERRI NORTH,City market,5.531757,7.0161252,Nigeria,Urban,Brown beans,0.2,1.0,Retail,500.0,0.2,2500.0
2025-01-08,KOGI,17,ADAVI,RoadSide shops street vendors,7.570744,6.1931728,Nigeria,Rural,Brown beans,0.2,1.0,Retail,230.0,0.2,1150.0
2025-01-08,KADUNA,19,CHIKUN,RoadSide shops street vendors,10.4472496,7.4595416,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2400.0,1.4,1714.29
2024-12-10,BAUCHI,19,MISAU,Open air or covered market,11.3155071,10.4653569,Nigeria,Urban,Brown beans,1.4,1.0,Retail,1500.0,1.4,1071.43
2024-12-10,BAUCHI,19,MISAU,Open air or covered market,11.3160806,10.4668104,Nigeria,Urban,Brown beans,1.4,1.0,Retail,1500.0,1.4,1071.43
2024-12-10,BAUCHI,19,MISAU,RoadSide shops street vendors,11.3158444,10.465096,Nigeria,Urban,Brown beans,1.4,1.0,Retail,1500.0,1.4,1071.43
2025-01-03,ADAMAWA,8,MICHIKA,Local village market,10.6207918,13.3898422,Nigeria,Urban,Brown beans,1.4,1.0,Retail,4500.0,1.4,3214.29
2025-01-08,OSUN,2,OSOGBO,Neighborhood shops kiosk,7.7434896,4.5892123,Nigeria,Urban,Brown beans,1.6,1.0,Retail,2600.0,1.6,1625.0
2025-01-08,OSUN,2,OSOGBO,Open air or covered market,7.7447391,4.5891821,Nigeria,Urban,Brown beans,1.6,1.0,Retail,2600.0,1.6,1625.0
2025-01-08,OSUN,2,OSOGBO,RoadSide shops street vendors,7.7446439,4.587791,Nigeria,Urban,Brown beans,1.6,1.0,Retail,2500.0,1.6,1562.5
2025-01-03,ADAMAWA,8,MICHIKA,Open air or covered market,10.6208833,13.3898283,Nigeria,Urban,Brown beans,1.4,1.0,Retail,4000.0,1.4,2857.14
2025-01-07,ADAMAWA,19,DEMSA,RoadSide shops street vendors,9.4166735,12.1406198,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3200.0,1.4,2285.71
2025-01-08,ADAMAWA,19,DEMSA,Open air or covered market,9.41065,12.1363701,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,ADAMAWA,19,DEMSA,RoadSide shops street vendors,9.4159554,12.1351858,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2850.0,1.4,2035.71
2025-01-08,FCT,1,BWARI AREA COUNCIL,Bulk and discount stores,5.4938567,7.0342039,Nigeria,Urban,Brown beans,50.0,1.0,Wholesale,200000.0,50.0,4000.0
2025-01-08,FCT,1,BWARI AREA COUNCIL,RoadSide shops street vendors,5.4938874,7.0342281,Nigeria,Urban,Brown beans,0.2,1.0,Retail,500.0,0.2,2500.0
2025-01-08,FCT,1,BWARI AREA COUNCIL,City market,5.4937712,7.0341317,Nigeria,Urban,Brown beans,50.0,1.0,Retail,250000.0,50.0,5000.0
2025-01-08,KOGI,18,LOKOJA,Directly from Farmer,7.8415077,6.6739041,Nigeria,Urban,Brown beans,1.4,1.0,Wholesale,3800.0,1.4,2714.29
2025-01-08,ANAMBRA,7,AWKA SOUTH,RoadSide shops street vendors,6.207564,7.0603045,Nigeria,Urban,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,CROSS RIVER,1,CALABAR MUNICIPAL,RoadSide shops street vendors,4.9683712,8.3595067,Nigeria,Urban,Brown beans,0.2,1.0,Retail,500.0,0.2,2500.0
2025-01-08,EBONYI,7,EBONYI,RoadSide shops street vendors,6.3491597,8.1089195,Nigeria,Urban,Brown beans,0.65,1.0,Retail,4500.0,0.65,6923.08
2025-01-08,EBONYI,7,EBONYI,City market,6.3248867,8.1111567,Nigeria,Urban,Brown beans,100.0,1.0,Wholesale,190000.0,100.0,1900.0
2025-01-08,EBONYI,7,EBONYI,City market,6.3249453,8.1121815,Nigeria,Urban,Brown beans,0.65,1.0,Retail,4500.0,0.65,6923.08
2025-01-08,ANAMBRA,7,AWKA SOUTH,Open air or covered market,6.2064121,7.0597292,Nigeria,Urban,Brown beans,0.2,1.0,Retail,550.0,0.2,2750.0
2025-01-03,ADAMAWA,8,MICHIKA,Neighborhood shops kiosk,10.6210216,13.3902385,Nigeria,Rural,Brown beans,100.0,1.0,Retail,98000.0,100.0,980.0
2025-01-08,ANAMBRA,7,AWKA SOUTH,Neighborhood shops kiosk,6.2070981,7.0620433,Nigeria,Urban,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,CROSS RIVER,2,CALABAR MUNICIPAL,RoadSide shops street vendors,5.05176,8.3556683,Nigeria,Urban,Brown beans,0.2,1.0,Retail,450.0,0.2,2250.0
2025-01-08,CROSS RIVER,2,CALABAR MUNICIPAL,Bulk and discount stores,5.0526426,8.3555614,Nigeria,Urban,Brown beans,0.2,1.0,Retail,400.0,0.2,2000.0
2025-01-08,CROSS RIVER,2,CALABAR MUNICIPAL,Open air or covered market,5.0550591,8.3551165,Nigeria,Urban,Brown beans,0.2,1.0,Retail,450.0,0.2,2250.0
2025-01-08,ENUGU,7,ENUGU NORTH,Neighborhood shops kiosk,6.4717598,7.4721794,Nigeria,Urban,Brown beans,0.2,1.0,Retail,500.0,0.2,2500.0
2025-01-08,ENUGU,7,ENUGU NORTH,Open air or covered market,6.4719254,7.472499,Nigeria,Urban,Brown beans,0.65,2.0,Retail,10000.0,1.3,7692.31
2025-01-08,ENUGU,7,ENUGU NORTH,RoadSide shops street vendors,6.4720893,7.4726938,Nigeria,Urban,Brown beans,100.0,1.0,Wholesale,240000.0,100.0,2400.0
2024-12-28,OYO,13,IBADAN NORTH,RoadSide shops street vendors,7.4074934,3.9283497,Nigeria,Urban,Brown beans,1.6,1.0,Retail,3000.0,1.6,1875.0
2025-01-06,OYO,13,IBADAN SOUTH EAST,Open air or covered market,7.3389353,3.8721037,Nigeria,Urban,Brown beans,1.6,1.0,Retail,3000.0,1.6,1875.0
2025-01-06,OYO,13,IBADAN SOUTH EAST,RoadSide shops street vendors,7.3585192,3.88941,Nigeria,Urban,Brown beans,1.6,1.0,Retail,3000.0,1.6,1875.0
2025-01-08,KOGI,18,LOKOJA,Neighborhood shops kiosk,7.8418356,6.673247,Nigeria,Urban,Brown beans,0.2,1.0,Retail,400.0,0.2,2000.0
2025-01-08,KOGI,20,ANKPA,RoadSide shops street vendors,7.4214414,7.7049664,Nigeria,Rural,Brown beans,1.4,1.0,Retail,2300.0,1.4,1642.86
2025-01-08,AKWA IBOM,16,ORON,Open air or covered market,4.8166752,8.2323103,Nigeria,Urban,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,KWARA,4,PATIGI,Neighborhood shops kiosk,8.7591587,5.6161933,Nigeria,Rural,Brown beans,1.4,1.0,Retail,1600.0,1.4,1142.86
2025-01-08,KWARA,4,PATIGI,RoadSide shops street vendors,8.7572734,5.6185491,Nigeria,Rural,Brown beans,1.4,1.0,Retail,1600.0,1.4,1142.86
2025-01-08,KWARA,4,PATIGI,Local village market,8.7592738,5.6162825,Nigeria,Rural,Brown beans,1.4,1.0,Retail,1600.0,1.4,1142.86
2025-01-06,AKWA IBOM,4,UYO,Open air or covered market,5.031966,7.92969,Nigeria,Urban,Brown beans,100.0,1.0,Wholesale,260000.0,100.0,2600.0
2025-01-06,LAGOS,24,LAGOS MAINLAND,RoadSide shops street vendors,6.5111994,3.3702688,Nigeria,Urban,Brown beans,0.65,1.0,Retail,2000.0,0.65,3076.92
2025-01-08,KADUNA,3,SABON GARI,Open air or covered market,11.1083659,7.7408988,Nigeria,Urban,Brown beans,1.4,1.0,Retail,120000.0,1.4,85714.29
2025-01-08,KADUNA,3,SABON GARI,RoadSide shops street vendors,11.1082444,7.7407714,Nigeria,Urban,Brown beans,50.0,1.0,Retail,125000.0,50.0,2500.0
2025-01-08,KADUNA,3,SABON GARI,RoadSide shops street vendors,11.1095861,7.7406844,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3700.0,1.4,2642.86
2025-01-08,KWARA,19,EDU,RoadSide shops street vendors,8.8534076,5.413636,Nigeria,Rural,Brown beans,1.4,1.0,Retail,2200.0,1.4,1571.43
2025-01-08,KWARA,19,EDU,RoadSide shops street vendors,8.8498063,5.4095213,Nigeria,Rural,Brown beans,1.4,1.0,Retail,2100.0,1.4,1500.0
2025-01-08,KWARA,19,EDU,Open air or covered market,8.786505,5.2953388,Nigeria,Rural,Brown beans,1.4,1.0,Retail,2000.0,1.4,1428.57
2025-01-08,ADAMAWA,1,YOLA NORTH,Open air or covered market,9.2767094,12.4375477,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,ADAMAWA,1,YOLA NORTH,Open air or covered market,9.2760892,12.4367949,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,ADAMAWA,1,YOLA NORTH,Open air or covered market,9.2769002,12.4529369,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,AKWA IBOM,19,ORON,RoadSide shops street vendors,4.8155333,8.231701,Nigeria,Urban,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-08,KOGI,18,LOKOJA,Neighborhood shops kiosk,7.8418021,6.6716799,Nigeria,Urban,Brown beans,0.2,1.0,Retail,380.0,0.2,1900.0
2025-01-08,IMO,9,OWERRI MUNICIPAL,Supermarket,5.486908,7.0457543,Nigeria,Urban,Brown beans,5.0,1.0,Retail,4450.0,5.0,890.0
2025-01-08,IMO,9,OWERRI MUNICIPAL,Open air or covered market,5.48851,7.0451383,Nigeria,Urban,Brown beans,0.2,1.0,Retail,400.0,0.2,2000.0
2025-01-08,IMO,9,OWERRI MUNICIPAL,Neighborhood shops kiosk,5.4922106,7.0420391,Nigeria,Urban,Brown beans,0.2,1.0,Retail,400.0,0.2,2000.0
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8609824,13.1322753,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8610005,13.1322658,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8609959,13.1322553,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8610117,13.1322769,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,ENUGU,17,UDENU,Open air or covered market,6.8514916,7.3796656,Nigeria,Rural,Brown beans,0.2,1.0,Retail,450.0,0.2,2250.0
2025-01-08,ENUGU,17,UDENU,Neighborhood shops kiosk,6.8515655,7.3796193,Nigeria,Rural,Brown beans,0.2,1.0,Retail,400.0,0.2,2000.0
2025-01-08,ENUGU,17,UDENU,Open air or covered market,6.851649,7.379425,Nigeria,Rural,Brown beans,0.65,1.0,Retail,4000.0,0.65,6153.85
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8610275,13.1323285,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8610353,13.1323553,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.861043,13.1323406,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8610251,13.1323536,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8610165,13.1323562,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,NIGER,13,BOSSO,Neighborhood shops kiosk,9.634444,6.5792597,Nigeria,Urban,Brown beans,1.4,1.0,Retail,2200.0,1.4,1571.43
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Open air or covered market,11.8610217,13.1323574,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.8610083,13.1323617,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.8610083,13.13236,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.86101,13.1323567,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3200.0,1.4,2285.71
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.86101,13.13236,Nigeria,Urban,Brown beans,1.4,1.0,Retail,5000.0,1.4,3571.43
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.8610247,13.1322631,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.8610026,13.1322641,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,ABIA,14,OBINGWA,Open air or covered market,5.1282442,7.4101221,Nigeria,Rural,Brown beans,0.2,1.0,Retail,650.0,0.2,3250.0
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.8610017,13.132275,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3200.0,1.4,2285.71
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.8609247,13.1322507,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.8609455,13.1322705,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3200.0,1.4,2285.71
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,Supermarket,11.8610123,13.1322888,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3200.0,1.4,2285.71
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.8610089,13.1322883,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.8610108,13.1322836,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.8609843,13.1322859,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.86098,13.1322817,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.8609867,13.1322817,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.8609653,13.1323024,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-06,LAGOS,24,LAGOS MAINLAND,RoadSide shops street vendors,6.5113807,3.3702571,Nigeria,Urban,Brown beans,0.65,1.0,Retail,2000.0,0.65,3076.92
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.8609583,13.1323083,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,ADAMAWA,7,MUBI SOUTH,RoadSide shops street vendors,10.2093782,13.226818,Nigeria,Rural,Brown beans,1.4,1.0,Retail,3200.0,1.4,2285.71
2025-01-08,LAGOS,28,IKORORDU,Specialized stores,6.6449245,3.4804099,Nigeria,Urban,Brown beans,0.65,1.0,Wholesale,1400.0,0.65,2153.85
2025-01-08,LAGOS,28,IKORORDU,RoadSide shops street vendors,6.6272244,3.4837072,Nigeria,Urban,Brown beans,0.65,1.0,Retail,1400.0,0.65,2153.85
2025-01-08,LAGOS,28,IKORORDU,Bulk and discount stores,6.6269515,3.4839212,Nigeria,Urban,Brown beans,0.65,1.0,Wholesale,1400.0,0.65,2153.85
2025-01-08,ADAMAWA,7,MUBI SOUTH,Bulk and discount stores,10.2114978,13.2279225,Nigeria,Rural,Brown beans,100.0,1.0,Wholesale,128000.0,100.0,1280.0
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.8609048,13.1322984,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.860905,13.1322983,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,ADAMAWA,7,MUBI SOUTH,Local village market,10.2132317,13.2287917,Nigeria,Rural,Brown beans,1.4,1.0,Retail,3200.0,1.4,2285.71
2025-01-01,EKITI,17,IREPODUN/IFELODUN,Neighborhood shops kiosk,7.658511,5.157707,Nigeria,Rural,Brown beans,1.6,1.0,Retail,3600.0,1.6,2250.0
2025-01-01,EKITI,15,IREPODUN/IFELODUN,RoadSide shops street vendors,7.6597578,5.1460673,Nigeria,Rural,Brown beans,1.6,1.0,Retail,3600.0,1.6,2250.0
2025-01-01,EKITI,17,IREPODUN/IFELODUN,Open air or covered market,7.6648871,5.1365701,Nigeria,Rural,Brown beans,1.6,1.0,Wholesale,3500.0,1.6,2187.5
2025-01-08,BORNO,1,MAIDUGURI METROPOLITAN,RoadSide shops street vendors,11.8609067,13.1322933,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3000.0,1.4,2142.86
2025-01-08,NIGER,7,CHANCHAGA,Open air or covered market,9.6030457,6.5587375,Nigeria,Urban,Brown beans,1.4,1.0,Retail,4500.0,1.4,3214.29
2025-01-08,ABIA,14,OBINGWA,RoadSide shops street vendors,5.1340833,7.4288961,Nigeria,Rural,Brown beans,0.2,1.0,Retail,600.0,0.2,3000.0
2025-01-06,LAGOS,24,LAGOS MAINLAND,RoadSide shops street vendors,6.5115315,3.3703343,Nigeria,Urban,Brown beans,0.65,1.0,Retail,2000.0,0.65,3076.92
2025-01-06,ADAMAWA,6,YOLA SOUTH,Neighborhood shops kiosk,9.1963667,12.4848183,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3600.0,1.4,2571.43
2025-01-08,ADAMAWA,6,YOLA SOUTH,RoadSide shops street vendors,9.2080815,12.4657919,Nigeria,Urban,Brown beans,1.4,1.0,Retail,3700.0,1.4,2642.86
2025-01-08,ADAMAWA,6,YOLA SOUTH,Bulk and discount stores,9.2080104,12.4656503,Nigeria,Urban,Brown beans,100.0,1.0,Wholesale,128000.0,100.0,1280.0
2025-01-08,AKWA IBOM,15,IKOT EKPENE,Neighborhood shops kiosk,5.1616753,7.7146848,Nigeria,Urban,Brown beans,0.2,1.0,Retail,650.0,0.2,3250.0
